,id,GroupCount
1895,4930,46
1896,4931,46
1897,4932,48
1898,4933,51
1899,4934,53
1900,4938,50
1901,4940,50
1902,4941,52
1903,4942,54
1904,4943,51
1905,4944,51
1906,4945,51
1907,4946,51
1908,4947,50
1909,4948,48
1910,4949,46
1911,4950,49
1912,4951,49
1913,4952,48
1914,4953,48
1915,4954,48
1916,4955,46
1917,4956,48
1918,4957,54
1919,4958,55
1920,4959,53
1921,4960,57
1922,4961,58
1923,4962,58
1924,4963,54
1925,4964,54
1926,4966,51
1927,4967,51
1928,4968,51
1929,4971,51
1930,4972,51
1931,4973,51
1932,4974,49
1933,4975,9
1934,4976,49
1935,4977,49
1936,4978,50
1937,4993,46
1938,4994,48
1939,4995,49
1940,4996,45
1941,4997,44
1942,4998,44
1943,4999,44
1944,5000,44
1945,5001,46
1946,5002,44
1947,5003,46
1948,5004,44
1949,5005,46
1950,5006,46
1951,5007,49
1952,5008,46
1953,5009,46
1954,5010,47
1955,5011,47
1956,5012,53
1957,5013,51
1958,5015,53
1959,5016,52
1960,5017,52
1961,5018,10
1962,5019,50
1963,5020,13
1964,5021,54
1965,5022,50
1966,5023,50
1967,5024,51
1968,5025,51
1969,5026,48
1970,5027,47
1971,5028,48
1972,5029,49
1973,5030,48
1974,5031,48
1975,5032,48
1976,5033,48
1977,5034,48
1978,5035,48
1979,5036,48
1980,5037,48
1981,5038,55
1982,5039,58
1983,5040,51
1984,5041,56
1985,5042,56
1986,5044,51
1987,5045,51
1988,5046,51
1989,5047,51
1990,5048,51
1991,5049,51
1992,5050,51
1993,5051,51
1994,5054,51
1995,5055,47
1996,5056,50
1997,5071,44
1998,5072,45
1999,5073,46
2000,5074,46
2001,5075,44
2002,5076,49
2003,5077,45
2004,5078,44
2005,5079,47
2006,5080,47
2007,5081,46
2008,5082,46
2009,5083,45
2010,5084,46
2011,5085,46
2012,5086,46
2013,5087,46
2014,5088,48
2015,5089,53
2016,5090,51
2017,5092,53
2018,5093,49
2019,5094,52
2020,5095,50
2021,5096,51
2022,5097,50
2023,5098,53
2024,5099,53
2025,5100,50
2026,5101,48
2027,5102,50
2028,5103,50
2029,5104,48
2030,5105,48
2031,5106,48
2032,5107,48
2033,5108,48
2034,5109,48
2035,5110,48
2036,5111,46
2037,5112,48
2038,5113,47
2039,5114,48
2040,5115,48
2041,5116,48
2042,5117,48
2043,5118,47
2044,5119,49
2045,5120,49
2046,5121,51
2047,5122,51
2048,5123,51
2049,5124,51
2050,5126,51
2051,5127,51
2052,5128,51
2053,5131,51
2054,5132,47
2055,5133,50
2056,5150,32
2057,5151,44
2058,5152,46
2059,5153,46
2060,5154,47
2061,5155,45
2062,5156,46
2063,5157,46
2064,5158,47
2065,5159,46
2066,5160,45
2067,5161,44
2068,5162,48
2069,5163,47
2070,5164,47
2071,5165,47
2072,5166,49
2073,5167,49
2074,5168,51
2075,5170,51
2076,5171,52
2077,5172,49
2078,5173,48
2079,5174,48
2080,5175,47
2081,5176,53
2082,5177,53
2083,5178,49
2084,5179,48
2085,5180,48
2086,5181,48
2087,5182,48
2088,5183,48
2089,5184,48
2090,5185,48
2091,5186,48
2092,5187,48
2093,5188,48
2094,5189,48
2095,5190,48
2096,5191,46
2097,5192,48
2098,5193,48
2099,5194,48
2100,5195,51
2101,5196,51
2102,5197,46
2103,5198,49
2104,5200,51
2105,5201,51
2106,5202,51
2107,5204,51
2108,5205,51
2109,5206,51
2110,5207,53
2111,5208,48
2112,5210,52
2113,5211,50
2114,5229,44
2115,5230,46
2116,5231,46
2117,5232,46
2118,5233,45
2119,5234,46
2120,5235,43
2121,5236,46
2122,5237,46
2123,5238,46
2124,5239,46
2125,5240,48
2126,5241,47
2127,5242,47
2128,5243,45
2129,5244,47
2130,5245,47
2131,5246,51
2132,5248,53
2133,5249,53
2134,5250,49
2135,5251,48
2136,5252,48
2137,5253,47
2138,5254,49
2139,5255,49
2140,5256,49
2141,5257,49
2142,5258,48
2143,5259,48
2144,5260,48
2145,5261,48
2146,5262,48
2147,5263,48
2148,5264,48
2149,5265,48
2150,5266,48
2151,5267,46
2152,5268,49
2153,5269,48
2154,5270,48
2155,5271,48
2156,5272,49
2157,5273,49
2158,5274,49
2159,5275,49
2160,5276,49
2161,5277,48
2162,5279,53
2163,5280,53
2164,5281,53
2165,5282,53
2166,5283,53
2167,5285,48
2168,5286,48
2169,5287,51
2170,5288,50
2171,5309,44
2172,5310,45
2173,5311,46
2174,5312,45
2175,5313,45
2176,5314,45
2177,5315,46
2178,5316,47
2179,5317,47
2180,5318,45
2181,5319,46
2182,5320,46
2183,5321,48
2184,5322,48
2185,5323,47
2186,5324,51
2187,5325,51
2188,5326,51
2189,5327,53
2190,5328,53
2191,5329,48
2192,5330,47
2193,5331,49
2194,5332,49
2195,5333,49
2196,5334,49
2197,5335,49
2198,5336,48
2199,5337,46
2200,5338,46
2201,5339,48
2202,5340,48
2203,5341,48
2204,5342,47
2205,5343,48
2206,5344,48
2207,5345,48
2208,5346,46
2209,5347,46
2210,5348,48
2211,5349,46
2212,5350,48
2213,5351,48
2214,5352,49
2215,5353,49
2216,5354,49
2217,5355,48
2218,5356,48
2219,5357,48
2220,5358,53
2221,5359,50
2222,5360,48
2223,5361,48
2224,5363,48
2225,5364,48
2226,5365,51
2227,5366,50
2228,5386,44
2229,5387,44
2230,5388,46
2231,5389,47
2232,5390,46
2233,5391,46
2234,5392,46
2235,5393,46
2236,5394,46
2237,5395,46
2238,5396,43
2239,5397,45
2240,5398,44
2241,5399,46
2242,5400,47
2243,5401,52
2244,5403,51
2245,5404,51
2246,5405,48
2247,5406,48
2248,5407,49
2249,5408,49
2250,5409,49
2251,5410,49
2252,5411,49
2253,5412,49
2254,5413,50
2255,5414,49
2256,5415,49
2257,5416,46
2258,5417,46
2259,5418,48
2260,5419,48
2261,5420,48
2262,5421,48
2263,5422,48
2264,5423,48
2265,5424,46
2266,5425,46
2267,5426,48
2268,5427,46
2269,5428,48
2270,5429,49
2271,5430,49
2272,5431,49
2273,5433,48
2274,5434,48
2275,5435,48
2276,5436,48
2277,5437,50
2278,5438,50
2279,5439,50
2280,5440,50
2281,5441,50
2282,5442,49
2283,5443,50
2284,5444,49
2285,5465,46
2286,5466,45
2287,5467,45
2288,5468,45
2289,5469,45
2290,5470,45
2291,5471,45
2292,5472,45
2293,5473,45
2294,5474,46
2295,5475,43
2296,5476,43
2297,5477,47
2298,5478,45
2299,5479,50
2300,5482,51
2301,5483,46
2302,5484,48
2303,5485,46
2304,5486,48
2305,5487,48
2306,5488,46
2307,5489,48
2308,5490,49
2309,5491,49
2310,5492,49
2311,5493,47
2312,5494,47
2313,5495,48
2314,5496,48
2315,5497,48
2316,5498,48
2317,5499,48
2318,5500,49
2319,5501,48
2320,5502,48
2321,5503,46
2322,5504,46
2323,5505,48
2324,5506,46
2325,5507,49
2326,5508,47
2327,5509,46
2328,5510,49
2329,5513,48
2330,5514,48
2331,5515,48
2332,5516,50
2333,5517,50
2334,5518,50
2335,5519,50
2336,5520,51
2337,5521,52
2338,5522,50
2339,5543,46
2340,5544,44
2341,5545,44
2342,5546,45
2343,5547,45
2344,5548,45
2345,5549,10
2346,5551,43
2347,5552,43
2348,5554,44
2349,5555,45
2350,5556,45
2351,5557,49
2352,5560,53
2353,5561,48
2354,5562,48
2355,5563,46
2356,5564,46
2357,5565,48
2358,5566,49
2359,5567,47
2360,5568,48
2361,5569,49
2362,5570,48
2363,5571,48
2364,5572,47
2365,5573,48
2366,5574,46
2367,5575,48
2368,5576,49
2369,5577,50
2370,5578,49
2371,5579,49
2372,5580,47
2373,5581,48
2374,5582,46
2375,5583,46
2376,5584,48
2377,5585,49
2378,5586,46
2379,5587,46
2380,5588,49
2381,5591,48
2382,5592,48
2383,5593,48
2384,5594,48
2385,5595,48
2386,5596,48
2387,5597,51
2388,5598,51
2389,5599,50
2390,5622,45
2391,5623,44
2392,5624,45
2393,5625,45
2394,5626,45
2395,5627,45
2396,5628,45
2397,5630,40
2398,5633,43
2399,5634,45
2400,5635,45
2401,5636,48
2402,5638,52
2403,5639,49
2404,5640,48
2405,5641,48
2406,5642,46
2407,5643,48
2408,5644,46
2409,5645,49
2410,5646,49
2411,5647,49
2412,5648,49
2413,5649,48
2414,5650,48
2415,5651,48
2416,5652,46
2417,5653,49
2418,5654,47
2419,5655,50
2420,5656,49
2421,5657,49
2422,5658,50
2423,5659,49
2424,5660,48
2425,5661,48
2426,5662,48
2427,5663,46
2428,5664,46
2429,5665,46
2430,5666,46
2431,5667,49
2432,5670,48
2433,5671,48
2434,5672,48
2435,5673,48
2436,5674,48
2437,5675,51
2438,5676,51
2439,5677,50
2440,5700,46
2441,5701,45
2442,5702,45
2443,5703,45
2444,5704,45
2445,5705,45
2446,5706,45
2447,5712,45
2448,5713,43
2449,5714,49
2450,5716,51
2451,5717,47
2452,5718,48
2453,5719,48
2454,5720,46
2455,5721,46
2456,5722,46
2457,5723,49
2458,5724,47
2459,5725,49
2460,5726,49
2461,5727,48
2462,5728,46
2463,5729,46
2464,5730,49
2465,5731,49
2466,5732,51
2467,5733,49
2468,5734,48
2469,5735,50
2470,5736,47
2471,5737,49
2472,5738,49
2473,5739,48
2474,5740,46
2475,5741,46
2476,5742,46
2477,5743,46
2478,5744,46
2479,5745,49
2480,5746,9
2481,5747,48
2482,5748,48
2483,5749,48
2484,5750,48
2485,5751,48
2486,5752,51
2487,5753,52
2488,5754,50
2489,5755,50
2490,5778,46
2491,5779,45
2492,5780,45
2493,5781,45
2494,5782,45
2495,5783,45
2496,5784,45
2497,5785,45
2498,5786,43
2499,5787,40
2500,5792,43
2501,5793,48
2502,5795,53
2503,5796,53
2504,5797,48
2505,5798,48
2506,5799,46
2507,5800,48
2508,5801,46
2509,5802,47
2510,5803,47
2511,5804,48
2512,5805,48
2513,5806,48
2514,5807,48
2515,5808,48
2516,5809,48
2517,5810,49
2518,5811,48
2519,5812,49
2520,5813,50
2521,5814,50
2522,5815,50
2523,5816,48
2524,5817,48
2525,5818,48
2526,5819,46
2527,5820,46
2528,5821,46
2529,5822,46
2530,5823,46
2531,5824,49
2532,5826,48
2533,5827,48
2534,5828,48
2535,5829,48
2536,5830,51
2537,5831,51
2538,5832,50
2539,5833,50
2540,5856,11
2541,5857,45
2542,5858,45
2543,5859,9
2544,5860,42
2545,5861,43
2546,5862,44
2547,5863,46
2548,5864,43
2549,5865,41
2550,5872,11
2551,5873,53
2552,5874,48
2553,5875,48
2554,5876,48
2555,5877,48
2556,5878,48
2557,5879,48
2558,5880,46
2559,5881,48
2560,5882,48
2561,5883,47
2562,5884,47
2563,5885,46
2564,5886,48
2565,5887,49
2566,5888,49
2567,5889,50
2568,5890,49
2569,5891,49
2570,5892,49
2571,5893,48
2572,5894,48
2573,5895,48
2574,5896,48
2575,5897,46
2576,5898,46
2577,5899,46
2578,5900,46
2579,5901,46
2580,5902,49
2581,5903,12
2582,5904,49
2583,5905,48
2584,5906,48
2585,5907,51
2586,5908,51
2587,5909,51
2588,5910,50
2589,5936,42
2590,5938,5
2591,5939,40
2592,5940,42
2593,5941,45
2594,5942,45
2595,5943,43
2596,5950,53
2597,5951,53
2598,5952,49
2599,5953,48
2600,5954,47
2601,5955,48
2602,5956,46
2603,5957,48
2604,5958,48
2605,5959,48
2606,5960,48
2607,5961,48
2608,5962,48
2609,5963,48
2610,5964,48
2611,5965,46
2612,5966,49
2613,5967,49
2614,5968,50
2615,5969,49
2616,5970,49
2617,5971,48
2618,5972,48
2619,5973,46
2620,5974,48
2621,5975,46
2622,5976,46
2623,5977,46
2624,5978,46
2625,5979,46
2626,5980,46
2627,5981,49
2628,5982,12
2629,5984,49
2630,5985,51
2631,5986,51
2632,5987,52
2633,5988,50
2634,6013,40
2635,6014,40
2636,6016,42
2637,6017,42
2638,6018,42
2639,6019,42
2640,6028,48
2641,6029,48
2642,6030,48
2643,6031,47
2644,6032,47
2645,6033,47
2646,6034,48
2647,6035,48
2648,6036,48
2649,6037,48
2650,6038,48
2651,6039,48
2652,6040,48
2653,6041,48
2654,6042,46
2655,6043,47
2656,6044,49
2657,6045,49
2658,6046,47
2659,6047,50
2660,6048,49
2661,6049,50
2662,6050,48
2663,6051,46
2664,6052,48
2665,6053,46
2666,6054,47
2667,6055,46
2668,6056,46
2669,6057,46
2670,6058,46
2671,6059,49
2672,6060,51
2673,6061,52
2674,6062,52
2675,6063,52
2676,6064,52
2677,6065,50
2678,6066,50
2679,6093,40
2680,6094,40
2681,6095,42
2682,6096,42
2683,6097,42
2684,6108,46
2685,6109,48
2686,6110,48
2687,6111,48
2688,6112,45
2689,6113,45
2690,6114,48
2691,6115,47
2692,6116,48
2693,6117,48
2694,6118,48
2695,6119,48
2696,6120,48
2697,6121,46
2698,6122,48
2699,6123,48
2700,6124,46
2701,6125,46
2702,6126,48
2703,6127,48
2704,6128,48
2705,6129,48
2706,6130,46
2707,6131,46
2708,6132,47
2709,6133,46
2710,6134,46
2711,6135,46
2712,6136,46
2713,6137,49
2714,6138,51
2715,6139,51
2716,6140,52
2717,6141,52
2718,6142,52
2719,6143,52
2720,6144,51
2721,6188,48
2722,6189,48
2723,6190,48
2724,6191,47
2725,6192,47
2726,6193,48
2727,6194,48
2728,6195,48
2729,6196,48
2730,6197,48
2731,6198,48
2732,6199,48
2733,6200,48
2734,6201,46
2735,6202,48
2736,6203,47
2737,6204,46
2738,6205,46
2739,6206,46
2740,6207,46
2741,6208,48
2742,6209,48
2743,6210,48
2744,6211,46
2745,6212,46
2746,6213,46
2747,6214,49
2748,6215,49
2749,6218,52
2750,6219,50
2751,6220,49
2752,6221,53
2753,6222,51
2754,6265,46
2755,6266,46
2756,6267,48
2757,6268,48
2758,6269,48
2759,6270,46
2760,6271,46
2761,6272,48
2762,6273,48
2763,6274,48
2764,6275,48
2765,6276,48
2766,6277,46
2767,6278,48
2768,6279,48
2769,6280,48
2770,6281,46
2771,6282,46
2772,6283,48
2773,6284,46
2774,6285,48
2775,6286,46
2776,6287,46
2777,6288,48
2778,6289,48
2779,6290,49
2780,6291,46
2781,6292,49
2782,6293,49
2783,6297,52
2784,6298,49
2785,6299,49
2786,6300,50
2787,6342,46
2788,6343,47
2789,6344,48
2790,6345,48
2791,6346,48
2792,6347,47
2793,6348,47
2794,6349,47
2795,6350,48
2796,6351,48
2797,6352,48
2798,6353,46
2799,6354,46
2800,6355,46
2801,6356,46
2802,6357,47
2803,6358,47
2804,6359,47
2805,6360,47
2806,6361,46
2807,6362,48
2808,6363,48
2809,6364,48
2810,6365,48
2811,6366,48
2812,6367,49
2813,6368,49
2814,6369,49
2815,6370,49
2816,6374,49
2817,6375,49
2818,6376,49
2819,6377,49
2820,6422,47
2821,6423,47
2822,6424,48
2823,6425,47
2824,6426,47
2825,6427,47
2826,6428,48
2827,6429,48
2828,6430,48
2829,6431,46
2830,6432,46
2831,6433,48
2832,6434,48
2833,6435,49
2834,6436,49
2835,6437,47
2836,6438,49
2837,6439,46
2838,6440,46
2839,6441,46
2840,6442,48
2841,6443,48
2842,6444,48
2843,6445,48
2844,6446,48
2845,6447,49
2846,6448,49
2847,6453,48
2848,6454,47
2849,6455,49
2850,6500,47
2851,6501,49
2852,6502,47
2853,6503,47
2854,6504,47
2855,6505,48
2856,6506,48
2857,6507,48
2858,6508,46
2859,6509,48
2860,6510,48
2861,6511,46
2862,6512,48
2863,6513,47
2864,6514,49
2865,6515,48
2866,6516,47
2867,6517,46
2868,6518,48
2869,6519,49
2870,6520,48
2871,6521,46
2872,6522,48
2873,6523,48
2874,6531,47
2875,6532,48
2876,6533,49
2877,6579,47
2878,6580,45
2879,6581,45
2880,6582,48
2881,6583,48
2882,6584,48
2883,6585,48
2884,6586,48
2885,6587,48
2886,6588,48
2887,6589,48
2888,6590,48
2889,6591,48
2890,6592,49
2891,6593,49
2892,6594,49
2893,6595,49
2894,6596,48
2895,6597,48
2896,6598,48
2897,6599,46
2898,6600,46
2899,6601,46
2900,6657,45
2901,6658,47
2902,6659,48
2903,6660,48
2904,6661,48
2905,6662,48
2906,6663,48
2907,6664,48
2908,6665,48
2909,6667,46
2910,6668,48
2911,6669,49
2912,6670,49
2913,6671,49
2914,6672,49
2915,6673,49
2916,6674,46
2917,6675,46
2918,6676,34
2919,6677,46
2920,6678,46
2921,6736,45
2922,6737,48
2923,6738,48
2924,6739,48
2925,6740,48
2926,6741,46
2927,6742,48
2928,6743,46
2929,6815,48
2930,6816,47
2931,6817,48
2932,6818,48
2933,6819,46
2934,6820,46
2935,6821,46
2936,6894,47
2937,6895,46
2938,6896,48
2939,6897,46
2940,6898,46
2941,6899,46
2942,6972,46
2943,6973,46
2944,6974,46
2945,6975,46
